,title,author_name,title_link,date
616,Productivity growth of Indian manufacturing sector: Panel estimation of stochastic production frontier and technical inefficiency,"S. Madheswaran, B.N. Rath, Hailin Liao",https://pureportal.coventry.ac.uk/en/publications/productivity-growth-of-indian-manufacturing-sector-panel-estimati,2007
617,"Regulations, supervision and banks’ cost and profit efficiency around the world: a stochastic frontier approach","F. Pasiouras, Sailesh Tanna, C. Zopounidis",https://pureportal.coventry.ac.uk/en/publications/regulations-supervision-and-banks-cost-and-profit-efficiency-arou-2,2007
618,The identification of acquisition targets in the EU banking industry: An application of multicriteria approaches,"F. Pasiouras, Sailesh Tanna, C. Zopounidis",https://pureportal.coventry.ac.uk/en/publications/the-identification-of-acquisition-targets-in-the-eu-banking-indus-2,2007
619,‘Exploring the tangible benefits of e-learning: Does investment yield interest?’,JISC,https://pureportal.coventry.ac.uk/en/publications/exploring-the-tangible-benefits-of-e-learning-does-investment-yie,2007
620,Educational Attainment and Household Characteristics in Turkey,Mehtap Hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/educational-attainment-and-household-characteristics-in-turkey,2006
621,Foreign Direct Investment and Growth in Mediterranean Countries,"Mehtap Hisarciklilar, Saime Suna Kayam, M. O. Kayalica, N. L Ozkale",https://pureportal.coventry.ac.uk/en/publications/foreign-direct-investment-and-growth-in-mediterranean-countries,2006
622,Global oil price shocks and Sri Lanka,Chanaka Ganepola,https://pureportal.coventry.ac.uk/en/publications/global-oil-price-shocks-and-sri-lanka,7 Jul 2006
623,Application of quantitative techniques for the prediction of bank acquisition targets,"F. Pasiouras, Sailesh Tanna, C. Zopounidis",https://pureportal.coventry.ac.uk/en/publications/application-of-quantitative-techniques-for-the-prediction-of-bank-2,2005
624,"From Theory to Practice: a new approach to real estate risk, part II","Kenneth Baldwin, Dan diBartolomeo, Richard Gold",https://pureportal.coventry.ac.uk/en/publications/from-theory-to-practice-a-new-approach-to-real-estate-risk-part-i-2,2005
625,"Human capital, trade, FDI and economic growth in Thailand: what causes what?","Sailesh Tanna, K. Topaiboul",https://pureportal.coventry.ac.uk/en/publications/human-capital-trade-fdi-and-economic-growth-in-thailand-what-caus-2,2005
626,Measuring value added in higher education: Do any of the recent experiences in secondary education in the United Kingdom suggest a way forward?,Timothy Rodgers,https://pureportal.coventry.ac.uk/en/publications/measuring-value-added-in-higher-education-do-any-of-the-recent-ex-2,2005
627,Corporate boards and incentives: Empirical evidence from the UK in 1935,"Marianne Pitts, Graham V. Sadler, Martin J. Conyon",https://pureportal.coventry.ac.uk/en/publications/corporate-boards-and-incentives-empirical-evidence-from-the-uk-in,1 Jan 2003
628,Accounting for total factor productivity growth of the Thai economy,"Sailesh Tanna, K. Topaiboul",https://pureportal.coventry.ac.uk/en/publications/accounting-for-total-factor-productivity-growth-of-the-thai-econo-2,2002
629,Measuring the determinants of quality in UK higher education: a multinomial logit approach,"Timothy Rodgers, D. Ghosh",https://pureportal.coventry.ac.uk/en/publications/measuring-the-determinants-of-quality-in-uk-higher-education-a-mu-2,2001
630,Assessing efficiency differences between Thai public and private firms,"D. Ghosh, Sailesh Tanna, W. Sukrattanawong, M. Bailey",https://pureportal.coventry.ac.uk/en/publications/assessing-efficiency-differences-between-thai-public-and-private--2,2000
631,"Human resources, dotcoms and the new economy",Sailesh Tanna,https://pureportal.coventry.ac.uk/en/publications/human-resources-dotcoms-and-the-new-economy-2,2000
632,"Government financial strategy in UK higher education: the relationships between quality, quantity and efficiency","D. Ghosh, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/government-financial-strategy-in-uk-higher-education-the-relation-2,1999
633,Informatisation in the European Union: A comparison with USA and Japan,"H. Atik, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/informatisation-in-the-european-union-a-comparison-with-usa-and-j-2,1999
634,"Evaluation of clinical interventions: effectiveness, efficiency and equity.","Karen Harrison, K. Gray, Julie H. Barlow",https://pureportal.coventry.ac.uk/en/publications/evaluation-of-clinical-interventions-effectiveness-efficiency-and-2,1998
635,Market Orientation in the UK Higher Education Sector: the influence of the education reform process 1979-1993,"G. Lindsay, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/market-orientation-in-the-uk-higher-education-sector-the-influenc-2,Jul 1998
636,Developing a comprehensive cross-country economic growth database,"Sailesh Tanna, Timothy Rodgers, Neville Hunt",https://pureportal.coventry.ac.uk/en/publications/developing-a-comprehensive-cross-country-economic-growth-database-2,1997
637,Measuring value added in higher education: a proposal,"T. Mallier, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/measuring-value-added-in-higher-education-a-proposal-2,Aug 1995
638,Modelling optimal plant size and market equilibria under different market structures with spreadsheets,"Timothy Rodgers, D. Ghosh",https://pureportal.coventry.ac.uk/en/publications/modelling-optimal-plant-size-and-market-equilibria-under-differen-2,1992
